,Population,Age,Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,timely_responses,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,evidence_of_active_listening,Churn,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Tenure
2809,-0.6610017732319942,-0.9217577257401072,-0.9723379092716081,-1.053765971301616,-0.4949849852284609,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0,0,0,0,0,1,0,0,1,1,0,1,-1.2257558346700677,-0.9651404650716018,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.8626738522783595
9113,-0.6386902077684985,1.6388951311150628,0.4249000692764709,0.8195208171464571,0.7719361216316586,0.986202794872424,2.0293073205191656,0.9466579047036832,0,0,0,1,0,1,0,1,1,1,0,1,-0.6435795715637128,1.4813244218454498,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.412227458754524
4861,-0.21144451631534797,1.1557530826518232,-0.9723379092716081,0.9819113314205432,-1.0869274333372982,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,1,0,0,1,0,0,0,0,0,1,0,0,-0.8193954430145611,-1.1019953014106318,0.49067915569344955,0.4783542977305066,-1.446602777027496,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,-0.9206450740781705
6586,0.6921738849562277,0.3827258051106398,0.4249000692764709,0.7274712618164135,0.261413214290513,-1.3272756113296431,2.0293073205191656,4.0917007774733944,0,1,1,1,0,1,0,0,0,0,1,0,-0.5278182677509756,0.6789628814489944,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.774474053819323
3416,0.11276608866507548,-0.19704465304524774,3.6851220192219887,-0.02646618062856851,-1.8316453526283492,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,1,0,1,1,0,0,0,-0.4684204159525553,-0.27526972302744657,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.49722929991261416
307,0.7604251022902129,0.9141820584202033,-0.9723379092716081,-0.9299633160482516,-0.6309369642722419,-0.0052879506427475865,2.0293073205191656,-0.6258635316811727,0,1,0,1,0,0,1,1,1,0,1,0,0.054612624113931404,-1.0454304245183528,-0.47294840851206826,0.4783542977305066,1.4718964368813727,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,-1.146273074656959
3908,0.4027471491145459,0.18946898572534393,-0.9723379092716081,-0.6807380616014549,-0.41046047051715706,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,0,0,1,1,0,1,1,0,0,0,0,0.1712720450569352,-0.999801501425369,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,1.453943336936338,-0.4954056262379492,1.462596279828045,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.8896126992704028
348,-0.6332855428425586,0.14115478087901998,0.4249000692764709,-0.41946004124154873,1.335046225267823,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,0,1,0,0,1,1,0,0,1,1,0,0,-0.46877355208706134,-1.2926699942000672,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-1.4677424785204796,-0.4818284474094517,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1.2572781301039013
826,-0.6174872915205802,1.4939525165760907,-0.9723379092716081,1.6941997598337124,-0.085737086261979,0.986202794872424,-1.0058516991026796,0.9466579047036832,0,1,0,1,1,1,1,1,0,1,0,1,0.8117250156117017,-1.2013412583830012,0.49067915569344955,1.4449218825567476,0.4990633655784165,-1.45988609539888,-1.45681744863776,0.48638937610826977,2.4216049306096417,-1.4540408110282002,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,-1.160852729722766
9501,-0.5355858307197978,0.6726110341885836,-0.9723379092716081,-0.08319542585728253,-1.3256048313731168,0.6557058797007002,-1.0058516991026796,0.9466579047036832,0,1,1,1,1,0,1,1,0,1,0,0,0.7530943336681376,1.0785617603773028,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,0.4898783058016274,-0.48098688487745467,0.48638937610826977,1.4492680783271112,0.4903839162092966,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.169332706277067
4482,1.1187959612256158,1.4939525165760907,-0.9723379092716081,-0.9099920457048062,-1.469856745836747,0.986202794872424,-1.0058516991026796,0.9466579047036832,1,0,1,1,0,0,0,0,0,0,0,0,-1.8669750435678607,-0.9970608467911718,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,-2.4326480123980656,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.8829705495080624
6576,-0.4983075008460069,-1.4048997742033467,2.7536300335232693,-1.203076714923005,-0.5309959622515356,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,1,0,0,1,0,1,1,0,0,0,1,1,-0.003943001263983115,1.1137122466923746,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,1.4647605064018812,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,-0.4818284474094517,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1.080519339204901
3682,1.6036914118887924,0.18946898572534393,-0.5065919164222484,0.23165032479576314,-1.594341334301139,0.3252089645289763,-1.0058516991026796,0.9466579047036832,0,1,0,1,1,1,0,0,0,0,1,1,-0.23659273820296906,-1.0502240164549368,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,-1.1332792995785241
5876,-0.15185462097806135,1.6872093359613867,0.8906460621258305,-0.7946125315338609,-1.5884929613017214,1.316699710044148,0.005867974104602262,0.9466579047036832,1,0,0,1,1,1,1,1,1,0,1,1,1.3359808745443706,0.9566316351586829,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.0012703954937545
8387,3.5298308428026224,-1.4048997742033467,-0.04084592357288879,0.8677942954515772,-0.4644597982085743,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0,0,0,1,0,1,0,0,0,0,0,1,-1.808343593127037,0.8071270272898284,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,2.421497297764406,1.4492680783271112,1.462596279828045,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.7827862903180122
2053,-0.6619718412956244,-0.4386156772768675,-0.5065919164222484,-1.1424451353868248,0.1354097424684232,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,1,1,0,1,1,0,0,0,1,1,0,1,-0.5274037449869157,-1.1037623271619352,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-2.4262531746469485,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,-1.000061064281945
71,1.4182698305834678,1.6388951311150628,-0.9723379092716081,1.3543253788264276,-0.6830170618681974,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,1,1,0,1,1,0,1,0,1,1,1,1,1.9211261918800002,-0.9721163526597876,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,1.4647605064018812,0.4948436788828508,-0.48116458471979834,1.4492680783271112,0.4903839162092966,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.1646362483309787
5507,1.7149027863264028,-1.3565855693570228,-0.9723379092716081,0.40743020058499807,-1.9194751188233503,0.6557058797007002,1.0175876473118841,-0.6258635316811727,0,1,1,1,0,1,0,0,1,0,0,0,-1.517032597368688,0.8491756508174797,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-1.45681744863776,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.8531318866679439
8514,-0.35646969182807,-0.3419872675842196,-0.5065919164222484,-0.964127536560128,-2.031275351070262,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1,1,0,1,1,1,0,1,1,0,0,1,-0.002664501278201933,0.47916769928914577,-1.436575972717586,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5778784472938661
7510,-0.5481967155469911,0.9141820584202033,-0.9723379092716081,0.5468634707907332,-0.7130979795383908,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,0,0,1,1,0,0,1,1,0,1,1,0,1.630222173639893,0.4140862805854549,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-1.4540408110282002,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.3975283674546862
8151,-0.2956325661232588,-0.8734435208937832,-0.9723379092716081,-0.8657698457646892,0.6142108380912845,0.986202794872424,2.0293073205191656,0.9466579047036832,0,0,1,1,0,1,1,0,0,0,1,0,-0.003943001263983115,0.861012423940108,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,1.453943336936338,1.4492680783271112,0.4903839162092966,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.9559662672508429
1666,1.1711796366616491,1.6388951311150628,-0.9723379092716081,0.5933276334254884,0.5092938290231481,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0,1,0,1,0,0,0,0,0,0,1,0,-1.0522065876657776,-0.7928719252317568,1.4543067198989672,0.4783542977305066,-0.4737697057245398,-1.45988609539888,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.7841695357993866
7861,2.452986001597074,-1.5498423887423185,0.4249000692764709,0.14568548884480975,0.3765526376713719,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,0,0,1,1,0,0,0,0,0,1,1,0.17053149315260288,0.7955928916203079,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,1.453943336936338,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.871055442079126
9159,-0.6346713543620303,-1.4532139790496708,0.4249000692764709,0.9301043326647146,0.10214216450115413,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0,0,1,1,1,1,1,1,0,0,0,1,-0.2358545150782102,1.4849577832654814,0.49067915569344955,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.3348252164776147
5688,-0.60570789360507,0.7209252390349075,-0.5065919164222484,-0.19832918233329225,2.099470419512001,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1,1,0,0,1,0,0,1,1,0,0,1,-0.5270497704917633,0.10188362205806255,-1.436575972717586,-0.48821328709573447,0.4990633655784165,0.4898783058016274,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.11248548171050232
1445,-0.4450230479223169,-0.3419872675842196,-0.5065919164222484,-0.5206196534622229,1.5672524106770875,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,1,1,1,1,1,1,1,1,0,1,0.34673485023666445,-1.0904217358635788,0.49067915569344955,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,0.48638937610826977,1.4492680783271112,1.462596279828045,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-1.100971445266199
5227,-0.6401453098639438,1.4939525165760907,-0.9723379092716081,-1.0823664220070732,-0.3483798096688222,0.986202794872424,1.0175876473118841,-0.6258635316811727,0,0,0,1,0,0,0,0,1,0,1,1,-1.0514396972644708,0.33214021328914206,1.4543067198989672,0.4783542977305066,1.4718964368813727,0.4898783058016274,-0.48098688487745467,1.453943336936338,0.47693122604458105,2.4348086434467935,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5727997347072654
6982,-0.601827621350549,-0.3419872675842196,0.4249000692764709,0.3728546107713533,0.6893686814060254,-0.3357848658144715,2.0293073205191656,-0.6258635316811727,0,1,0,1,0,0,0,1,0,0,0,0,-1.5753429091063438,0.8282913884856594,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.8186265937216138
1695,-0.5184017678783478,-1.6947850032812906,-0.9723379092716081,0.7500146541820375,0.3548679835412303,0.986202794872424,-1.0058516991026796,0.9466579047036832,1,1,1,1,0,1,0,0,0,0,1,0,-0.5278193157017836,-1.1254549392340052,-2.4002035369231036,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-1.4540408110282002,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.06788430870336
2892,-0.5303197469458051,-0.970071930586431,-0.04084592357288879,-0.22350817525990188,0.12268741416700085,1.316699710044148,1.0175876473118841,-0.6258635316811727,0,1,0,1,0,1,1,0,1,0,1,0,0.28736869312823776,-0.9070160486036195,0.49067915569344955,0.4783542977305066,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,1.4492680783271112,-1.4540408110282002,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.8986654316544566
1574,-0.6606553203521262,-1.211642954818051,-0.9723379092716081,0.6409656170851179,-0.65525939491436,1.316699710044148,0.005867974104602262,2.519179341088539,1,1,0,1,0,0,1,0,1,0,0,1,-1.3423325140748292,-1.374354063246007,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-2.4347682959991337,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.2027735763245728
3203,-0.4525064301274645,1.7355235408077105,1.3563920549751902,-0.0963766203205882,1.5863432320774578,0.986202794872424,4.0527466669337295,-0.6258635316811727,0,0,0,1,1,1,1,0,0,0,1,1,0.7530384429583769,-1.279678357198888,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,-0.48098688487745467,0.48638937610826977,2.4216049306096417,-0.4818284474094517,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.2636251067093613
4405,-0.6638426868469113,1.6388951311150628,0.4249000692764709,-0.17318033284689807,-0.3292489361207964,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0,0,1,1,1,1,1,1,0,1,0,0,0.8117260169869184,-1.206704280306935,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,1.462596279828045,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-1.204348637999867
1630,-0.6288509459802488,1.1557530826518232,-0.9723379092716081,-0.48010864295573313,-0.032883566203524735,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,0,1,0,0,0,1,1,1,1,1,0,0,-0.11970185985816846,-0.715858878761774,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,0.47693122604458105,1.462596279828045,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.8414312108868558
8380,3.1801213058639184,1.4456383117297669,-0.04084592357288879,0.13708609729430543,0.8534316065672354,0.3252089645289763,-1.0058516991026796,2.519179341088539,0,1,0,1,0,0,1,0,0,0,0,1,-1.343098379813124,1.2817005221627402,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.3420478877844058
1881,0.21857279817674605,0.9624962632665273,-0.04084592357288879,2.0446817947672904,-0.94243800852915,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1,1,0,1,1,0,0,1,1,0,0,1,-0.06129488048042159,-1.2343530562808658,1.4543067198989672,2.4114894673829887,0.4990633655784165,-0.48500389479862627,-1.45681744863776,1.453943336936338,0.47693122604458105,1.462596279828045,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-1.0889975140614314
8821,0.6790086755212457,1.397324106883443,-0.9723379092716081,0.3840743538483814,-1.5434557174930017,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0,0,0,1,1,0,1,1,1,0,1,1,1.2773491912255899,0.3879817431069757,0.49067915569344955,-0.48821328709573447,1.4718964368813727,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.5102032500484085
6463,-0.6416697025353628,1.6872093359613867,0.4249000692764709,2.2169852453278733,-3.229301353780628,2.3081904555593193,1.0175876473118841,-0.6258635316811727,0,1,1,1,0,1,0,0,0,1,1,1,0.8733431957187622,0.5827716295723608,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-1.4487185455478664,-1.4677424785204796,-1.4540408110282002,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.6189370153686953
848,0.49414141882371,-0.4386156772768675,-0.9723379092716081,1.455309449836433,-1.2352217274916344,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,1,0,1,0,1,0,1,-0.9348894262200708,-0.9246823787614403,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,1.4647605064018812,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1.0348909899058583
9923,-0.584297105629231,-0.7285009063548112,0.8906460621258305,-0.6756888580509547,1.0603794640535245,-0.6662817809861953,3.0410269937264474,-0.6258635316811727,0,1,0,1,0,0,0,0,1,1,0,0,-0.993841992076267,1.002171077522274,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-1.45988609539888,0.4948436788828508,0.48638937610826977,0.47693122604458105,-1.4540408110282002,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.8928917505189007
6188,-0.4688590060572315,-0.19704465304524774,-0.04084592357288879,-0.7536064593504154,1.4630414908296798,-0.6662817809861953,0.005867974104602262,0.9466579047036832,0,0,1,1,0,1,0,1,1,1,1,1,1.456285627304756,0.9861641428066339,0.49067915569344955,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-2.4400793308030098,-1.4540408110282002,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.917971793998907
5869,0.44023335071625763,0.9624962632665273,-0.9723379092716081,3.0226484765544557,-1.3773412916904775,-0.6662817809861953,0.005867974104602262,2.519179341088539,0,1,1,1,0,0,1,0,1,1,0,1,-0.004208482135347705,1.0163289212372175,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,2.4348086434467935,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.1644408195164981
2877,-0.6097960375875118,-1.5498423887423185,0.8906460621258305,0.9415602584615517,2.047697331255262,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1,1,0,1,1,0,1,0,0,0,0,1,-0.5861169355907644,-1.05956694418635,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.212756518732166
186,-0.4577032233254837,1.204067287498147,2.7536300335232693,3.4016263467245063,0.35362833277532774,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,0,0,1,0,1,0,1,0,0,0,1,-1.5167120175726176,-0.8804671520708416,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00011636813016
3779,-0.5425841788931304,0.6726110341885836,-0.04084592357288879,-0.4783808918883054,0.5616783081556967,1.6471966252158718,2.0293073205191656,-0.6258635316811727,0,0,1,0,1,1,1,0,0,1,1,0,1.6884463205333342,-0.399321631874841,0.49067915569344955,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.6566026970257242
1830,-0.5162537600231665,0.9624962632665273,0.4249000692764709,0.4270149256362644,-1.9134058971593984,-0.0052879506427475865,1.0175876473118841,2.519179341088539,0,1,0,1,0,0,1,1,0,1,1,1,1.630221172264677,-1.0089068735900732,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-1.45988609539888,1.4706742426431563,-2.4162725063759347,-1.4677424785204796,-1.4540408110282002,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.0570808513585337
8325,-0.6451342313340422,0.9141820584202033,-0.04084592357288879,-0.8881685496172772,-0.1550582177034706,-1.657772526501367,1.0175876473118841,2.519179341088539,1,0,0,1,1,1,0,0,0,0,0,1,-1.0513628475385493,1.2104733838037323,-0.47294840851206826,-1.4547808719219755,-2.4194358483304526,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1.229024692264013
9241,2.405591247631139,-0.19704465304524774,-0.9723379092716081,0.8415180813011124,-1.4033639304559857,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,1,0,0,1,1,0,0,1,0,0,0,0,-0.8183614648839842,0.8813849622299536,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.8861331182577389
6378,-0.6641198491508057,-0.3419872675842196,0.4249000692764709,0.5919002528740933,0.14148863626062444,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,0,1,1,0,0,1,1,0.2290583813905824,0.3586296096124665,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.3807197159607952
1234,-0.5927505558980088,1.1557530826518232,-0.04084592357288879,-1.0175445496521884,0.9519867726916552,0.6557058797007002,-1.0058516991026796,0.9466579047036832,0,1,0,1,1,1,0,1,1,0,0,1,-0.002663523190780939,-1.1053666372141935,-1.436575972717586,-0.48821328709573447,-1.446602777027496,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,-1.4540408110282002,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-0.9495811606662095
6964,-0.6427090611749666,0.6242968293422596,-0.04084592357288879,1.4163793741120851,0.6259452201379211,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0,1,1,1,0,0,0,1,0,0,1,1,-0.2948192138759836,1.1063383617871707,-1.436575972717586,-2.4213484567482166,-1.446602777027496,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.260685618737499
3915,1.7124083255913536,-1.5015281838959946,-0.9723379092716081,1.609070429119799,-0.40407175140287704,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,1,1,1,0,1,0,0,0,1,0,1,-1.5170652002827154,-0.7426060737836976,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,1.4492680783271112,0.4903839162092966,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.6543921768776357
446,-0.676037828218263,0.14115478087901998,-0.5065919164222484,0.9253484070560786,-0.30764711086699825,-1.3272756113296431,0.005867974104602262,2.519179341088539,0,0,0,0,1,0,0,0,0,1,1,0,1.5716945401924507,-0.6891997064695096,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,1.4706742426431563,1.453943336936338,1.4492680783271112,0.4903839162092966,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.6824639462680536
844,-0.6158936082731876,0.43104000995696373,-0.9723379092716081,0.08047529805420396,-0.8648254265803719,0.986202794872424,2.0293073205191656,0.9466579047036832,0,1,0,1,0,1,1,0,1,0,0,0,-0.527400181954168,-1.208349642890666,1.4543067198989672,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,-1.0565823461247967
